chm_z_layers,repartition_name,best_epoch,model_name,Data used for evaluation,Best sortedAP,Agnostic
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp3,100,exp3_1a3494ba65dd4dce8b8a87f569dcf9af,RGB and CIR,0.262184958,TRUE
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp3,100,exp3_1a3494ba65dd4dce8b8a87f569dcf9af,CHM only,0.027073534,TRUE
"[[-inf, 3], [-inf, 9], [-inf, inf]]",exp1,79,exp1_3730111b6b174f39becd430f69a55155,"RGB, CIR and CHM",0.262322858,TRUE
"[[-inf, 3], [-inf, 9], [-inf, inf]]",exp1,79,exp1_3730111b6b174f39becd430f69a55155,RGB and CIR,0.045167729,TRUE
"[[-inf, 3], [-inf, 9], [-inf, inf]]",exp1,79,exp1_3730111b6b174f39becd430f69a55155,CHM only,0.179217633,TRUE
"[[-inf, 3], [3, 9], [9, inf]]",exp2,102,exp2_eb6af78673cd47e380c99463b10e3502,"RGB, CIR and CHM",0.217922093,TRUE
"[[-inf, 3], [3, 9], [9, inf]]",exp2,102,exp2_eb6af78673cd47e380c99463b10e3502,RGB and CIR,0.112284388,TRUE
"[[-inf, 3], [3, 9], [9, inf]]",exp2,102,exp2_eb6af78673cd47e380c99463b10e3502,CHM only,0.172399971,TRUE
"[[-inf, inf]]",exp1,39,exp1_b6b9ed834dad4b0d9c2ba9e2235b4b51,"RGB, CIR and CHM",0.224192582,TRUE
"[[-inf, inf]]",exp1,39,exp1_b6b9ed834dad4b0d9c2ba9e2235b4b51,RGB and CIR,0.001768334,TRUE
"[[-inf, inf]]",exp1,39,exp1_b6b9ed834dad4b0d9c2ba9e2235b4b51,CHM only,0.028955485,TRUE
"[[-inf, 1], [-inf, 2], [-inf, 3], [-inf, 5], [-inf, 7], [-inf, 10], [-inf, 15], [-inf, 20], [-inf, inf]]",exp1,82,exp1_9c77b756267b420fa58bcf2783037e32,"RGB, CIR and CHM",0.1711103,TRUE
"[[-inf, 1], [-inf, 2], [-inf, 3], [-inf, 5], [-inf, 7], [-inf, 10], [-inf, 15], [-inf, 20], [-inf, inf]]",exp1,82,exp1_9c77b756267b420fa58bcf2783037e32,RGB and CIR,0.106128727,TRUE
"[[-inf, 1], [-inf, 2], [-inf, 3], [-inf, 5], [-inf, 7], [-inf, 10], [-inf, 15], [-inf, 20], [-inf, inf]]",exp1,82,exp1_9c77b756267b420fa58bcf2783037e32,CHM only,0.093343186,TRUE
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp4,68,exp4_033136b9b8204669a3d03380c0208f2c,"RGB, CIR and CHM",0.279251722,TRUE
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp4,68,exp4_033136b9b8204669a3d03380c0208f2c,RGB and CIR,0.280072785,TRUE
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp4,68,exp4_033136b9b8204669a3d03380c0208f2c,CHM only,0.029835422,TRUE
"[[-inf, inf]]",exp0,40,exp0_dc5488aa531f41a2992a1d36eca8bf7e,"RGB, CIR and CHM",0.22617219,TRUE
"[[-inf, inf]]",exp0,40,exp0_dc5488aa531f41a2992a1d36eca8bf7e,RGB and CIR,0,TRUE
"[[-inf, inf]]",exp0,40,exp0_dc5488aa531f41a2992a1d36eca8bf7e,CHM only,0.044411633,TRUE
"[[-inf, inf]]",exp4,85,exp4_814dc9e76d7c48f288da879e123e7dc4,"RGB, CIR and CHM",0.235748215,TRUE
"[[-inf, inf]]",exp4,85,exp4_814dc9e76d7c48f288da879e123e7dc4,RGB and CIR,0,TRUE
"[[-inf, inf]]",exp4,85,exp4_814dc9e76d7c48f288da879e123e7dc4,CHM only,0.034002677,TRUE
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp3,146,exp3_94424cf1c9a844b599ca611d5daf238e,"RGB, CIR and CHM",0.237632215,TRUE
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp3,146,exp3_94424cf1c9a844b599ca611d5daf238e,RGB and CIR,0.232629719,TRUE
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp3,146,exp3_94424cf1c9a844b599ca611d5daf238e,CHM only,0.022319896,TRUE
"[[-inf, 3], [-inf, 9], [-inf, inf]]",exp2,77,exp2_064163978d2149d790a0e7bcfbb95a63,"RGB, CIR and CHM",0.245136007,TRUE
"[[-inf, 3], [-inf, 9], [-inf, inf]]",exp2,77,exp2_064163978d2149d790a0e7bcfbb95a63,RGB and CIR,0.122695671,TRUE
"[[-inf, 3], [-inf, 9], [-inf, inf]]",exp2,77,exp2_064163978d2149d790a0e7bcfbb95a63,CHM only,0.185920155,TRUE
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp3,96,exp3_f0a1bba6edf5443ea70f3c2accd3141b,"RGB, CIR and CHM",0.26249944,TRUE
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp3,96,exp3_f0a1bba6edf5443ea70f3c2accd3141b,RGB and CIR,0.261599399,TRUE
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp3,96,exp3_f0a1bba6edf5443ea70f3c2accd3141b,CHM only,0.021033891,TRUE
"[[-inf, 3], [3, 9], [9, inf]]",exp0,41,exp0_46b0f7419c75400b9cb448a38c6f2106,"RGB, CIR and CHM",0.245099269,TRUE
"[[-inf, 3], [3, 9], [9, inf]]",exp0,41,exp0_46b0f7419c75400b9cb448a38c6f2106,RGB and CIR,0.123382546,TRUE
"[[-inf, 3], [3, 9], [9, inf]]",exp0,41,exp0_46b0f7419c75400b9cb448a38c6f2106,CHM only,0.177680461,TRUE
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp1,51,exp1_b7bfd316522f4ba094da670ccdf56fb8,"RGB, CIR and CHM",0.245818052,TRUE
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp1,51,exp1_b7bfd316522f4ba094da670ccdf56fb8,RGB and CIR,0.250604937,TRUE
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp1,51,exp1_b7bfd316522f4ba094da670ccdf56fb8,CHM only,0.038162603,TRUE
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp2,97,exp2_1cdf87048dec464b8fc9c3df50d279ef,"RGB, CIR and CHM",0.219872522,TRUE
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp2,97,exp2_1cdf87048dec464b8fc9c3df50d279ef,RGB and CIR,0.23180436,TRUE
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp2,97,exp2_1cdf87048dec464b8fc9c3df50d279ef,CHM only,0.042758994,TRUE
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp0,61,exp0_d329ac3a217f4dfdaf28a43a9f35dfe0,"RGB, CIR and CHM",0.021078556,TRUE
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp0,61,exp0_d329ac3a217f4dfdaf28a43a9f35dfe0,RGB and CIR,0.019660322,TRUE
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp0,61,exp0_d329ac3a217f4dfdaf28a43a9f35dfe0,CHM only,0.028656102,TRUE
"[[-inf, 3], [-inf, 9], [-inf, inf]]",exp4,55,exp4_86ca4533f927467399d0ac943f74a2bf,"RGB, CIR and CHM",0.326537285,TRUE
"[[-inf, 3], [-inf, 9], [-inf, inf]]",exp4,55,exp4_86ca4533f927467399d0ac943f74a2bf,RGB and CIR,0.025399501,TRUE
"[[-inf, 3], [-inf, 9], [-inf, inf]]",exp4,55,exp4_86ca4533f927467399d0ac943f74a2bf,CHM only,0.187483692,TRUE
"[[-inf, inf]]",exp0,66,exp0_e448c196a0184494a13b8754f552803d,"RGB, CIR and CHM",0.21554357,TRUE
"[[-inf, inf]]",exp0,66,exp0_e448c196a0184494a13b8754f552803d,RGB and CIR,0,TRUE
"[[-inf, inf]]",exp0,66,exp0_e448c196a0184494a13b8754f552803d,CHM only,0.032354966,TRUE
"[[-inf, 3], [3, 9], [9, inf]]",exp0,39,exp0_c04a9917f6a947e488ad7ce1a6afff08,"RGB, CIR and CHM",0.247355358,TRUE
"[[-inf, 3], [3, 9], [9, inf]]",exp0,39,exp0_c04a9917f6a947e488ad7ce1a6afff08,RGB and CIR,0.182989111,TRUE
"[[-inf, 3], [3, 9], [9, inf]]",exp0,39,exp0_c04a9917f6a947e488ad7ce1a6afff08,CHM only,0.183350317,TRUE
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp0,70,exp0_9d99527831394eb09fbe8c50f1396d5f,"RGB, CIR and CHM",0.202104738,TRUE
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp0,70,exp0_9d99527831394eb09fbe8c50f1396d5f,RGB and CIR,0.202165129,TRUE
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp0,70,exp0_9d99527831394eb09fbe8c50f1396d5f,CHM only,0.036550395,TRUE
"[[-inf, inf]]",exp1,82,exp1_5adf90b0b3bb413f947c63c38443f565,"RGB, CIR and CHM",0.223057507,TRUE
"[[-inf, inf]]",exp1,82,exp1_5adf90b0b3bb413f947c63c38443f565,RGB and CIR,0,TRUE
"[[-inf, inf]]",exp1,82,exp1_5adf90b0b3bb413f947c63c38443f565,CHM only,0.014223277,TRUE
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp0,88,exp0_6b50d234150d4856981f4d948b0a36df,"RGB, CIR and CHM",0.222867584,TRUE
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp0,88,exp0_6b50d234150d4856981f4d948b0a36df,RGB and CIR,0.220359164,TRUE
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp0,88,exp0_6b50d234150d4856981f4d948b0a36df,CHM only,0.04968842,TRUE
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp4,94,exp4_6799d61321f5404c820e6bd36116ff56,"RGB, CIR and CHM",0.265890596,TRUE
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp4,94,exp4_6799d61321f5404c820e6bd36116ff56,RGB and CIR,0.260737964,TRUE
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp4,94,exp4_6799d61321f5404c820e6bd36116ff56,CHM only,0.02526276,TRUE
"[[-inf, 2], [-inf, 5], [-inf, 7], [-inf, 12], [-inf, inf]]",exp1,83,exp1_cd96545c33f24568819cc9a909c2aa01,"RGB, CIR and CHM",0.253600749,TRUE
"[[-inf, 2], [-inf, 5], [-inf, 7], [-inf, 12], [-inf, inf]]",exp1,83,exp1_cd96545c33f24568819cc9a909c2aa01,RGB and CIR,0.225503047,TRUE
"[[-inf, 2], [-inf, 5], [-inf, 7], [-inf, 12], [-inf, inf]]",exp1,83,exp1_cd96545c33f24568819cc9a909c2aa01,CHM only,0.067631675,TRUE
"[[-inf, 3], [-inf, 9], [-inf, inf]]",exp3,101,exp3_bc35977d42354aecab3a436ee3c88b5e,"RGB, CIR and CHM",0.298347184,TRUE
"[[-inf, 3], [-inf, 9], [-inf, inf]]",exp3,101,exp3_bc35977d42354aecab3a436ee3c88b5e,RGB and CIR,0.173119968,TRUE
"[[-inf, 3], [-inf, 9], [-inf, inf]]",exp3,101,exp3_bc35977d42354aecab3a436ee3c88b5e,CHM only,0.113728337,TRUE
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp2,87,exp2_56f463bd11354cf2ba625b90c9bf4008,"RGB, CIR and CHM",0.213406011,TRUE
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp2,87,exp2_56f463bd11354cf2ba625b90c9bf4008,RGB and CIR,0.220585472,TRUE
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp2,87,exp2_56f463bd11354cf2ba625b90c9bf4008,CHM only,0.033619234,TRUE
"[[-inf, 2], [-inf, 5], [-inf, 7], [-inf, 12], [-inf, inf]]",exp2,69,exp2_2d11a61970744d8da2facc455a517c74,"RGB, CIR and CHM",0.258555533,TRUE
"[[-inf, 2], [-inf, 5], [-inf, 7], [-inf, 12], [-inf, inf]]",exp2,69,exp2_2d11a61970744d8da2facc455a517c74,RGB and CIR,0.065816012,TRUE
"[[-inf, 2], [-inf, 5], [-inf, 7], [-inf, 12], [-inf, inf]]",exp2,69,exp2_2d11a61970744d8da2facc455a517c74,CHM only,0.094745542,TRUE
"[[-inf, 3], [-inf, 9], [-inf, inf]]",exp3,52,exp3_611f0307209d48169a1193d915d96c66,"RGB, CIR and CHM",0.188679172,TRUE
"[[-inf, 3], [-inf, 9], [-inf, inf]]",exp3,52,exp3_611f0307209d48169a1193d915d96c66,RGB and CIR,0.018559506,TRUE
"[[-inf, 3], [-inf, 9], [-inf, inf]]",exp3,52,exp3_611f0307209d48169a1193d915d96c66,CHM only,0.050129783,TRUE
"[[-inf, 3], [3, 9], [9, inf]]",exp1,43,exp1_3061681dff4347628e4687b6d7137557,"RGB, CIR and CHM",0.283259015,TRUE
"[[-inf, 3], [3, 9], [9, inf]]",exp1,43,exp1_3061681dff4347628e4687b6d7137557,RGB and CIR,0.156603026,TRUE
"[[-inf, 3], [3, 9], [9, inf]]",exp1,43,exp1_3061681dff4347628e4687b6d7137557,CHM only,0.208183237,TRUE
"[[-inf, 1], [-inf, 2], [-inf, 3], [-inf, 5], [-inf, 7], [-inf, 10], [-inf, 15], [-inf, 20], [-inf, inf]]",exp2,85,exp2_1c6a43b6ecab43bd96f02156925272ff,"RGB, CIR and CHM",0.222162024,TRUE
"[[-inf, 1], [-inf, 2], [-inf, 3], [-inf, 5], [-inf, 7], [-inf, 10], [-inf, 15], [-inf, 20], [-inf, inf]]",exp2,85,exp2_1c6a43b6ecab43bd96f02156925272ff,RGB and CIR,0.0869719,TRUE
"[[-inf, 1], [-inf, 2], [-inf, 3], [-inf, 5], [-inf, 7], [-inf, 10], [-inf, 15], [-inf, 20], [-inf, inf]]",exp2,85,exp2_1c6a43b6ecab43bd96f02156925272ff,CHM only,0.062096206,TRUE
"[[-inf, 1], [-inf, 2], [-inf, 3], [-inf, 5], [-inf, 7], [-inf, 10], [-inf, 15], [-inf, 20], [-inf, inf]]",exp3,141,exp3_a4a42c560b534f07b2d73db088ae8c78,"RGB, CIR and CHM",0.261424882,FALSE
"[[-inf, 1], [-inf, 2], [-inf, 3], [-inf, 5], [-inf, 7], [-inf, 10], [-inf, 15], [-inf, 20], [-inf, inf]]",exp3,141,exp3_a4a42c560b534f07b2d73db088ae8c78,RGB and CIR,0.007642614,FALSE
"[[-inf, 1], [-inf, 2], [-inf, 3], [-inf, 5], [-inf, 7], [-inf, 10], [-inf, 15], [-inf, 20], [-inf, inf]]",exp3,141,exp3_a4a42c560b534f07b2d73db088ae8c78,CHM only,0.000359774,FALSE
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp4,105,exp4_d58deca0ae664d3bb77896fb4d8193ca,"RGB, CIR and CHM",0.227235302,FALSE
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp4,105,exp4_d58deca0ae664d3bb77896fb4d8193ca,RGB and CIR,1.72E-05,FALSE
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp4,105,exp4_d58deca0ae664d3bb77896fb4d8193ca,CHM only,0.004992756,FALSE
"[[-inf, 2], [-inf, 5], [-inf, 7], [-inf, 12], [-inf, inf]]",exp3,124,exp3_6cc946fa98144e69b75e7433efdc46aa,"RGB, CIR and CHM",0.260850192,FALSE
"[[-inf, 2], [-inf, 5], [-inf, 7], [-inf, 12], [-inf, inf]]",exp3,124,exp3_6cc946fa98144e69b75e7433efdc46aa,RGB and CIR,0,FALSE
"[[-inf, 2], [-inf, 5], [-inf, 7], [-inf, 12], [-inf, inf]]",exp3,124,exp3_6cc946fa98144e69b75e7433efdc46aa,CHM only,0.092184222,FALSE
"[[-inf, inf]]",exp4,123,exp4_b1a84734bb4e44f4be0a30bbf990ebbc,"RGB, CIR and CHM",0.273656759,FALSE
"[[-inf, inf]]",exp4,123,exp4_b1a84734bb4e44f4be0a30bbf990ebbc,RGB and CIR,0,FALSE
"[[-inf, inf]]",exp4,123,exp4_b1a84734bb4e44f4be0a30bbf990ebbc,CHM only,0.017935463,FALSE
"[[-inf, 2], [-inf, 5], [-inf, 7], [-inf, 12], [-inf, inf]]",exp4,69,exp4_c09aaf8cd03b411fb2ff34804f955b24,"RGB, CIR and CHM",0.176845182,FALSE
"[[-inf, 2], [-inf, 5], [-inf, 7], [-inf, 12], [-inf, inf]]",exp4,69,exp4_c09aaf8cd03b411fb2ff34804f955b24,RGB and CIR,0.003832936,FALSE
"[[-inf, 2], [-inf, 5], [-inf, 7], [-inf, 12], [-inf, inf]]",exp4,69,exp4_c09aaf8cd03b411fb2ff34804f955b24,CHM only,2.53E-05,FALSE
"[[-inf, 3], [-inf, 9], [-inf, inf]]",exp0,97,exp0_84698774803a4533a086952fee79d2bb,"RGB, CIR and CHM",0.231851681,FALSE
"[[-inf, 3], [-inf, 9], [-inf, inf]]",exp0,97,exp0_84698774803a4533a086952fee79d2bb,RGB and CIR,0.000529275,FALSE
"[[-inf, 3], [-inf, 9], [-inf, inf]]",exp0,97,exp0_84698774803a4533a086952fee79d2bb,CHM only,0.11200842,FALSE
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp3,121,exp3_3f71879f09774a4f8cdeb2523c5b66ed,"RGB, CIR and CHM",0.271783014,FALSE
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp3,121,exp3_3f71879f09774a4f8cdeb2523c5b66ed,RGB and CIR,0,FALSE
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp3,121,exp3_3f71879f09774a4f8cdeb2523c5b66ed,CHM only,0.023654892,FALSE
"[[-inf, 2], [-inf, 5], [-inf, 7], [-inf, 12], [-inf, inf]]",exp2,83,exp2_200ec0912a894f3aa25c56c7c852d62b,"RGB, CIR and CHM",0.203536611,FALSE
"[[-inf, 2], [-inf, 5], [-inf, 7], [-inf, 12], [-inf, inf]]",exp2,83,exp2_200ec0912a894f3aa25c56c7c852d62b,RGB and CIR,0.000452283,FALSE
"[[-inf, 2], [-inf, 5], [-inf, 7], [-inf, 12], [-inf, inf]]",exp2,83,exp2_200ec0912a894f3aa25c56c7c852d62b,CHM only,0.020149148,FALSE
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp1,39,exp1_5bd3c12011ab4ca0b65247f691334150,"RGB, CIR and CHM",0.198756657,FALSE
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp1,39,exp1_5bd3c12011ab4ca0b65247f691334150,RGB and CIR,0.000579216,FALSE
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp1,39,exp1_5bd3c12011ab4ca0b65247f691334150,CHM only,0.003543242,FALSE
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp3,186,exp3_797a9261eb3b41e1b69df729fa15dfc6,"RGB, CIR and CHM",0.246950841,FALSE
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp3,186,exp3_797a9261eb3b41e1b69df729fa15dfc6,RGB and CIR,0.002185962,FALSE
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp3,186,exp3_797a9261eb3b41e1b69df729fa15dfc6,CHM only,0.001404137,FALSE
"[[-inf, inf]]",exp2,119,exp2_98ef13f6ab324c058c68510082cd63ae,"RGB, CIR and CHM",0.217732671,FALSE
"[[-inf, inf]]",exp2,119,exp2_98ef13f6ab324c058c68510082cd63ae,RGB and CIR,0,FALSE
"[[-inf, inf]]",exp2,119,exp2_98ef13f6ab324c058c68510082cd63ae,CHM only,0,FALSE
"[[-inf, inf]]",exp1,148,exp1_afa995f9f1b64a5c9649b5125f0fff60,"RGB, CIR and CHM",0.217353568,FALSE
"[[-inf, inf]]",exp1,148,exp1_afa995f9f1b64a5c9649b5125f0fff60,RGB and CIR,0,FALSE
"[[-inf, inf]]",exp1,148,exp1_afa995f9f1b64a5c9649b5125f0fff60,CHM only,0.000496194,FALSE
"[[-inf, inf]]",exp3,179,exp3_a3ee242cffa642f9814f861708390202,"RGB, CIR and CHM",0.240889522,FALSE
"[[-inf, inf]]",exp3,179,exp3_a3ee242cffa642f9814f861708390202,RGB and CIR,0,FALSE
"[[-inf, inf]]",exp3,179,exp3_a3ee242cffa642f9814f861708390202,CHM only,0.014447833,FALSE
"[[-inf, 2], [-inf, 5], [-inf, 7], [-inf, 12], [-inf, inf]]",exp2,104,exp2_79eb8bcf47b743cb8826111010d058a2,"RGB, CIR and CHM",0.100225692,FALSE
"[[-inf, 2], [-inf, 5], [-inf, 7], [-inf, 12], [-inf, inf]]",exp2,104,exp2_79eb8bcf47b743cb8826111010d058a2,RGB and CIR,0.000994568,FALSE
"[[-inf, 2], [-inf, 5], [-inf, 7], [-inf, 12], [-inf, inf]]",exp2,104,exp2_79eb8bcf47b743cb8826111010d058a2,CHM only,0.000444229,FALSE
"[[-inf, 2], [-inf, 5], [-inf, 7], [-inf, 12], [-inf, inf]]",exp4,121,exp4_eb7ee224f6e243f3a30d613473ad9b0b,"RGB, CIR and CHM",0.12404915,FALSE
"[[-inf, 2], [-inf, 5], [-inf, 7], [-inf, 12], [-inf, inf]]",exp4,121,exp4_eb7ee224f6e243f3a30d613473ad9b0b,RGB and CIR,0.0026248,FALSE
"[[-inf, 2], [-inf, 5], [-inf, 7], [-inf, 12], [-inf, inf]]",exp4,121,exp4_eb7ee224f6e243f3a30d613473ad9b0b,CHM only,0.015294652,FALSE
"[[-inf, inf]]",exp2,76,exp2_b464be7598d34257b7b133e51c930f15,"RGB, CIR and CHM",0.213543018,FALSE
"[[-inf, inf]]",exp2,76,exp2_b464be7598d34257b7b133e51c930f15,RGB and CIR,0,FALSE
"[[-inf, inf]]",exp2,76,exp2_b464be7598d34257b7b133e51c930f15,CHM only,0.005331999,FALSE
"[[-inf, inf]]",exp2,90,exp2_5a5807cc7e4a455ca5a5829473776c69,"RGB, CIR and CHM",0.192319788,FALSE
"[[-inf, inf]]",exp2,90,exp2_5a5807cc7e4a455ca5a5829473776c69,RGB and CIR,0,FALSE
"[[-inf, inf]]",exp2,90,exp2_5a5807cc7e4a455ca5a5829473776c69,CHM only,0.005715615,FALSE
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp3,140,exp3_db6622e1073f4442bcfa2f71753f192a,"RGB, CIR and CHM",0.261666544,FALSE
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp3,140,exp3_db6622e1073f4442bcfa2f71753f192a,RGB and CIR,0,FALSE
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp3,140,exp3_db6622e1073f4442bcfa2f71753f192a,CHM only,0.005564311,FALSE
"[[-inf, 1], [-inf, 2], [-inf, 3], [-inf, 5], [-inf, 7], [-inf, 10], [-inf, 15], [-inf, 20], [-inf, inf]]",exp1,98,exp1_8586889500454e43ab732d3d905e992b,"RGB, CIR and CHM",0.134849255,FALSE
"[[-inf, 1], [-inf, 2], [-inf, 3], [-inf, 5], [-inf, 7], [-inf, 10], [-inf, 15], [-inf, 20], [-inf, inf]]",exp1,98,exp1_8586889500454e43ab732d3d905e992b,RGB and CIR,0.000685233,FALSE
"[[-inf, 1], [-inf, 2], [-inf, 3], [-inf, 5], [-inf, 7], [-inf, 10], [-inf, 15], [-inf, 20], [-inf, inf]]",exp1,98,exp1_8586889500454e43ab732d3d905e992b,CHM only,0.025639323,FALSE
"[[-inf, inf]]",exp3,129,exp3_9539861ed5e94920942fb5db0b804478,"RGB, CIR and CHM",0.216921638,FALSE
"[[-inf, inf]]",exp3,129,exp3_9539861ed5e94920942fb5db0b804478,RGB and CIR,0,FALSE
"[[-inf, inf]]",exp3,129,exp3_9539861ed5e94920942fb5db0b804478,CHM only,0.008457917,FALSE
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp0,99,exp0_de40de2849a34d599e4987b3d8c62d3b,"RGB, CIR and CHM",0.234945817,FALSE
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp0,99,exp0_de40de2849a34d599e4987b3d8c62d3b,RGB and CIR,0.001173464,FALSE
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp0,99,exp0_de40de2849a34d599e4987b3d8c62d3b,CHM only,0.02045135,FALSE
"[[-inf, 3], [3, 9], [9, inf]]",exp1,77,exp1_27e01bc7dfaa43d58eba434b17ae9262,"RGB, CIR and CHM",0.24510715,FALSE
"[[-inf, 3], [3, 9], [9, inf]]",exp1,77,exp1_27e01bc7dfaa43d58eba434b17ae9262,RGB and CIR,0.000702367,FALSE
"[[-inf, 3], [3, 9], [9, inf]]",exp1,77,exp1_27e01bc7dfaa43d58eba434b17ae9262,CHM only,0.039810806,FALSE
"[[-inf, inf]]",exp1,103,exp1_493d6398f6d849f6a4beeea1b11aa75c,"RGB, CIR and CHM",0.250621331,FALSE
"[[-inf, inf]]",exp1,103,exp1_493d6398f6d849f6a4beeea1b11aa75c,RGB and CIR,0,FALSE
"[[-inf, inf]]",exp1,103,exp1_493d6398f6d849f6a4beeea1b11aa75c,CHM only,0.009118153,FALSE
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp2,102,exp2_1f168ccba6794c86b4ca5c76f24d671a,"RGB, CIR and CHM",0.199728469,FALSE
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp2,102,exp2_1f168ccba6794c86b4ca5c76f24d671a,RGB and CIR,6.59E-05,FALSE
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp2,102,exp2_1f168ccba6794c86b4ca5c76f24d671a,CHM only,0.002850345,FALSE
"[[-inf, 3], [3, 9], [9, inf]]",exp1,68,exp1_83d1ad904f814e229295c7763c760cf6,"RGB, CIR and CHM",0.279285723,FALSE
"[[-inf, 3], [3, 9], [9, inf]]",exp1,68,exp1_83d1ad904f814e229295c7763c760cf6,RGB and CIR,0.000613453,FALSE
"[[-inf, 3], [3, 9], [9, inf]]",exp1,68,exp1_83d1ad904f814e229295c7763c760cf6,CHM only,0.030825085,FALSE
