accumulate,lr,prefix,proba_drop_chm,proba_drop_rgb,repartition_name,best_epoch,model_name,Data used for evaluation,Best sortedAP
6,0.0025,exp2,0.333,0.333,exp2,85,exp2_cf6ec0fa7e404f0b98c2b03bdfeaac19,CHM only,0.21332115582251757
12,0.0025,exp2,0.0,0.0,exp2,44,exp2_2783c64e149248d1a825c15799c5e52c,"RGB, CIR and CHM",0.21822184671284386
12,0.0025,exp2,0.0,0.0,exp2,44,exp2_2783c64e149248d1a825c15799c5e52c,RGB and CIR,0.0747828150413931
12,0.0025,exp2,0.0,0.0,exp2,44,exp2_2783c64e149248d1a825c15799c5e52c,CHM only,0.13104225025830055
24,0.01,exp2,0.0,0.0,exp2,79,exp2_e6851955d1be40b0a88b65a565f4d3fd,"RGB, CIR and CHM",0.11339039300459917
24,0.01,exp2,0.0,0.0,exp2,79,exp2_e6851955d1be40b0a88b65a565f4d3fd,RGB and CIR,0.06019724455023181
24,0.01,exp2,0.0,0.0,exp2,79,exp2_e6851955d1be40b0a88b65a565f4d3fd,CHM only,0.07411651504074684
12,0.01,exp2,0.1,0.1,exp2,143,exp2_672a5e4ce9ca486a8fa03bf508b0a4c4,"RGB, CIR and CHM",0.14266508495543112
12,0.01,exp2,0.1,0.1,exp2,143,exp2_672a5e4ce9ca486a8fa03bf508b0a4c4,RGB and CIR,0.23339692754649213
12,0.01,exp2,0.1,0.1,exp2,143,exp2_672a5e4ce9ca486a8fa03bf508b0a4c4,CHM only,0.09182165223186108
24,0.01,exp2,0.333,0.333,exp2,113,exp2_a221988fa3e141e79ff02a04e23462e2,"RGB, CIR and CHM",0.11109250162438779
24,0.01,exp2,0.333,0.333,exp2,113,exp2_a221988fa3e141e79ff02a04e23462e2,RGB and CIR,0.22881061242871847
24,0.01,exp2,0.333,0.333,exp2,113,exp2_a221988fa3e141e79ff02a04e23462e2,CHM only,0.04037154182017817
12,0.006,exp2,0.333,0.333,exp2,143,exp2_74bbf6286e994e4a9cf7427e146e59e3,"RGB, CIR and CHM",0.20341854158095468
12,0.006,exp2,0.333,0.333,exp2,143,exp2_74bbf6286e994e4a9cf7427e146e59e3,RGB and CIR,0.2476193171940342
12,0.006,exp2,0.333,0.333,exp2,143,exp2_74bbf6286e994e4a9cf7427e146e59e3,CHM only,0.09762473081604382
12,0.0025,exp1,0.0,0.0,exp1,30,exp1_1297ddcfe6544cac94a3869c54bc5579,"RGB, CIR and CHM",0.25110567624781444
12,0.0025,exp1,0.0,0.0,exp1,30,exp1_1297ddcfe6544cac94a3869c54bc5579,RGB and CIR,0.1838487682838881
12,0.0025,exp1,0.0,0.0,exp1,30,exp1_1297ddcfe6544cac94a3869c54bc5579,CHM only,0.16939763742813688
24,0.0025,exp1,0.0,0.0,exp1,63,exp1_c1bfa3dadef9466ba41726098430edf6,"RGB, CIR and CHM",0.21078886747120984
24,0.0025,exp1,0.0,0.0,exp1,63,exp1_c1bfa3dadef9466ba41726098430edf6,RGB and CIR,0.12475918422768553
24,0.0025,exp1,0.0,0.0,exp1,63,exp1_c1bfa3dadef9466ba41726098430edf6,CHM only,0.005544079022678488
6,0.0025,exp1,0.1,0.1,exp1,56,exp1_48d3441d352243768a948d57a4386ec7,"RGB, CIR and CHM",0.2823264753167604
6,0.0025,exp1,0.1,0.1,exp1,56,exp1_48d3441d352243768a948d57a4386ec7,RGB and CIR,0.2208615856959201
6,0.0025,exp1,0.1,0.1,exp1,56,exp1_48d3441d352243768a948d57a4386ec7,CHM only,0.18968997670706841
24,0.006,exp1,0.333,0.333,exp1,131,exp1_2e26660e6c974d0a8b37c25d1adf2c42,"RGB, CIR and CHM",0.30462433709745296
24,0.006,exp1,0.333,0.333,exp1,131,exp1_2e26660e6c974d0a8b37c25d1adf2c42,RGB and CIR,0.2567337532054426
24,0.006,exp1,0.333,0.333,exp1,131,exp1_2e26660e6c974d0a8b37c25d1adf2c42,CHM only,0.20736011543595675
24,0.006,exp2,0.1,0.1,exp2,69,exp2_4678c164038344cdaa0ab6d0f8aa66c0,"RGB, CIR and CHM",0.16041052440828973
24,0.006,exp2,0.1,0.1,exp2,69,exp2_4678c164038344cdaa0ab6d0f8aa66c0,RGB and CIR,0.22547031686460237
24,0.006,exp2,0.1,0.1,exp2,69,exp2_4678c164038344cdaa0ab6d0f8aa66c0,CHM only,0.1073426095145257
12,0.01,exp1,0.1,0.1,exp1,101,exp1_156d09acf6c5483ead8281b66ca95362,"RGB, CIR and CHM",0.2257618932673563
12,0.01,exp1,0.1,0.1,exp1,101,exp1_156d09acf6c5483ead8281b66ca95362,RGB and CIR,0.26695041516534246
12,0.01,exp1,0.1,0.1,exp1,101,exp1_156d09acf6c5483ead8281b66ca95362,CHM only,0.11150790373551661
24,0.0025,exp1,0.1,0.1,exp1,94,exp1_db723b438ef04a17bc4d1f0a521a04c8,"RGB, CIR and CHM",0.2750609137964656
24,0.0025,exp1,0.1,0.1,exp1,94,exp1_db723b438ef04a17bc4d1f0a521a04c8,RGB and CIR,0.2195674013745238
24,0.0025,exp1,0.1,0.1,exp1,94,exp1_db723b438ef04a17bc4d1f0a521a04c8,CHM only,0.2190544202594366
6,0.006,exp2,0.1,0.1,exp2,99,exp2_695ebcd5903d492ba96e877741e7b7a3,"RGB, CIR and CHM",0.27528519507546284
6,0.006,exp2,0.1,0.1,exp2,99,exp2_695ebcd5903d492ba96e877741e7b7a3,RGB and CIR,0.22369708425539958
6,0.006,exp2,0.1,0.1,exp2,99,exp2_695ebcd5903d492ba96e877741e7b7a3,CHM only,0.22549195727588825
