chm_z_layers,repartition_name,best_epoch,model_name,Data used for evaluation,Best sortedAP
"[[-inf, 3], [3, 9], [9, inf]]",exp2,102,exp2_eb6af78673cd47e380c99463b10e3502,RGB and CIR,0.11228438831308306
"[[-inf, 3], [3, 9], [9, inf]]",exp2,102,exp2_eb6af78673cd47e380c99463b10e3502,CHM only,0.17239997111355504
"[[-inf, inf]]",exp1,39,exp1_b6b9ed834dad4b0d9c2ba9e2235b4b51,"RGB, CIR and CHM",0.22419258228717145
"[[-inf, inf]]",exp1,39,exp1_b6b9ed834dad4b0d9c2ba9e2235b4b51,RGB and CIR,0.0017683343773000158
"[[-inf, inf]]",exp1,39,exp1_b6b9ed834dad4b0d9c2ba9e2235b4b51,CHM only,0.028955484728885813
"[[-inf, 1], [-inf, 2], [-inf, 3], [-inf, 5], [-inf, 7], [-inf, 10], [-inf, 15], [-inf, 20], [-inf, inf]]",exp1,82,exp1_9c77b756267b420fa58bcf2783037e32,"RGB, CIR and CHM",0.17111030003302052
"[[-inf, 1], [-inf, 2], [-inf, 3], [-inf, 5], [-inf, 7], [-inf, 10], [-inf, 15], [-inf, 20], [-inf, inf]]",exp1,82,exp1_9c77b756267b420fa58bcf2783037e32,RGB and CIR,0.10612872743548363
"[[-inf, 1], [-inf, 2], [-inf, 3], [-inf, 5], [-inf, 7], [-inf, 10], [-inf, 15], [-inf, 20], [-inf, inf]]",exp1,82,exp1_9c77b756267b420fa58bcf2783037e32,CHM only,0.09334318596575733
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp4,68,exp4_033136b9b8204669a3d03380c0208f2c,"RGB, CIR and CHM",0.2792517218558316
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp4,68,exp4_033136b9b8204669a3d03380c0208f2c,RGB and CIR,0.28007278526288837
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp4,68,exp4_033136b9b8204669a3d03380c0208f2c,CHM only,0.02983542242476456
"[[-inf, inf]]",exp0,40,exp0_dc5488aa531f41a2992a1d36eca8bf7e,"RGB, CIR and CHM",0.22617218950301396
"[[-inf, inf]]",exp0,40,exp0_dc5488aa531f41a2992a1d36eca8bf7e,RGB and CIR,0.0
"[[-inf, inf]]",exp0,40,exp0_dc5488aa531f41a2992a1d36eca8bf7e,CHM only,0.04441163292270924
"[[-inf, inf]]",exp4,85,exp4_814dc9e76d7c48f288da879e123e7dc4,"RGB, CIR and CHM",0.23574821492902662
"[[-inf, inf]]",exp4,85,exp4_814dc9e76d7c48f288da879e123e7dc4,RGB and CIR,0.0
"[[-inf, inf]]",exp4,85,exp4_814dc9e76d7c48f288da879e123e7dc4,CHM only,0.03400267684169959
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp3,146,exp3_94424cf1c9a844b599ca611d5daf238e,"RGB, CIR and CHM",0.23763221457702022
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp3,146,exp3_94424cf1c9a844b599ca611d5daf238e,RGB and CIR,0.2326297188915581
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp3,146,exp3_94424cf1c9a844b599ca611d5daf238e,CHM only,0.022319895548232865
"[[-inf, 3], [-inf, 9], [-inf, inf]]",exp2,77,exp2_064163978d2149d790a0e7bcfbb95a63,"RGB, CIR and CHM",0.24513600675721323
"[[-inf, 3], [-inf, 9], [-inf, inf]]",exp2,77,exp2_064163978d2149d790a0e7bcfbb95a63,RGB and CIR,0.1226956712860302
"[[-inf, 3], [-inf, 9], [-inf, inf]]",exp2,77,exp2_064163978d2149d790a0e7bcfbb95a63,CHM only,0.18592015465264924
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp3,96,exp3_f0a1bba6edf5443ea70f3c2accd3141b,"RGB, CIR and CHM",0.26249944032450034
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp3,96,exp3_f0a1bba6edf5443ea70f3c2accd3141b,RGB and CIR,0.26159939899290335
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp3,96,exp3_f0a1bba6edf5443ea70f3c2accd3141b,CHM only,0.021033890531826024
"[[-inf, 3], [3, 9], [9, inf]]",exp0,41,exp0_46b0f7419c75400b9cb448a38c6f2106,"RGB, CIR and CHM",0.24509926896865378
"[[-inf, 3], [3, 9], [9, inf]]",exp0,41,exp0_46b0f7419c75400b9cb448a38c6f2106,RGB and CIR,0.12338254639617557
"[[-inf, 3], [3, 9], [9, inf]]",exp0,41,exp0_46b0f7419c75400b9cb448a38c6f2106,CHM only,0.17768046065857818
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp1,51,exp1_b7bfd316522f4ba094da670ccdf56fb8,"RGB, CIR and CHM",0.24581805177909988
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp1,51,exp1_b7bfd316522f4ba094da670ccdf56fb8,RGB and CIR,0.25060493676716916
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp1,51,exp1_b7bfd316522f4ba094da670ccdf56fb8,CHM only,0.038162602662394025
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp2,97,exp2_1cdf87048dec464b8fc9c3df50d279ef,"RGB, CIR and CHM",0.21987252236901256
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp2,97,exp2_1cdf87048dec464b8fc9c3df50d279ef,RGB and CIR,0.2318043600269047
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp2,97,exp2_1cdf87048dec464b8fc9c3df50d279ef,CHM only,0.04275899391556607
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp0,61,exp0_d329ac3a217f4dfdaf28a43a9f35dfe0,"RGB, CIR and CHM",0.021078556116111306
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp0,61,exp0_d329ac3a217f4dfdaf28a43a9f35dfe0,RGB and CIR,0.01966032220775764
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp0,61,exp0_d329ac3a217f4dfdaf28a43a9f35dfe0,CHM only,0.02865610225960544
"[[-inf, 3], [-inf, 9], [-inf, inf]]",exp4,55,exp4_86ca4533f927467399d0ac943f74a2bf,"RGB, CIR and CHM",0.32653728514690666
"[[-inf, 3], [-inf, 9], [-inf, inf]]",exp4,55,exp4_86ca4533f927467399d0ac943f74a2bf,RGB and CIR,0.025399500995757
"[[-inf, 3], [-inf, 9], [-inf, inf]]",exp4,55,exp4_86ca4533f927467399d0ac943f74a2bf,CHM only,0.1874836921211041
"[[-inf, inf]]",exp0,66,exp0_e448c196a0184494a13b8754f552803d,"RGB, CIR and CHM",0.21554356991976334
"[[-inf, inf]]",exp0,66,exp0_e448c196a0184494a13b8754f552803d,RGB and CIR,0.0
"[[-inf, inf]]",exp0,66,exp0_e448c196a0184494a13b8754f552803d,CHM only,0.0323549660964209
"[[-inf, 3], [3, 9], [9, inf]]",exp0,39,exp0_c04a9917f6a947e488ad7ce1a6afff08,"RGB, CIR and CHM",0.24735535782739465
"[[-inf, 3], [3, 9], [9, inf]]",exp0,39,exp0_c04a9917f6a947e488ad7ce1a6afff08,RGB and CIR,0.1829891108795797
"[[-inf, 3], [3, 9], [9, inf]]",exp0,39,exp0_c04a9917f6a947e488ad7ce1a6afff08,CHM only,0.18335031668903312
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp0,70,exp0_9d99527831394eb09fbe8c50f1396d5f,"RGB, CIR and CHM",0.2021047378372285
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp0,70,exp0_9d99527831394eb09fbe8c50f1396d5f,RGB and CIR,0.2021651291223717
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp0,70,exp0_9d99527831394eb09fbe8c50f1396d5f,CHM only,0.03655039462815138
"[[-inf, inf]]",exp1,82,exp1_5adf90b0b3bb413f947c63c38443f565,"RGB, CIR and CHM",0.22305750736198615
"[[-inf, inf]]",exp1,82,exp1_5adf90b0b3bb413f947c63c38443f565,RGB and CIR,0.0
"[[-inf, inf]]",exp1,82,exp1_5adf90b0b3bb413f947c63c38443f565,CHM only,0.014223276502934801
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp0,88,exp0_6b50d234150d4856981f4d948b0a36df,"RGB, CIR and CHM",0.22286758356890304
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp0,88,exp0_6b50d234150d4856981f4d948b0a36df,RGB and CIR,0.220359163793733
"[[-inf, 2], [2, 5], [5, 7], [7, 12], [12, inf]]",exp0,88,exp0_6b50d234150d4856981f4d948b0a36df,CHM only,0.04968842042173764
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp4,94,exp4_6799d61321f5404c820e6bd36116ff56,"RGB, CIR and CHM",0.2658905960603943
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp4,94,exp4_6799d61321f5404c820e6bd36116ff56,RGB and CIR,0.2607379642627686
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp4,94,exp4_6799d61321f5404c820e6bd36116ff56,CHM only,0.025262760098742565
"[[-inf, 2], [-inf, 5], [-inf, 7], [-inf, 12], [-inf, inf]]",exp1,83,exp1_cd96545c33f24568819cc9a909c2aa01,"RGB, CIR and CHM",0.25360074926804627
"[[-inf, 2], [-inf, 5], [-inf, 7], [-inf, 12], [-inf, inf]]",exp1,83,exp1_cd96545c33f24568819cc9a909c2aa01,RGB and CIR,0.22550304664547183
"[[-inf, 2], [-inf, 5], [-inf, 7], [-inf, 12], [-inf, inf]]",exp1,83,exp1_cd96545c33f24568819cc9a909c2aa01,CHM only,0.06763167465265833
"[[-inf, 3], [-inf, 9], [-inf, inf]]",exp3,101,exp3_bc35977d42354aecab3a436ee3c88b5e,"RGB, CIR and CHM",0.29834718388449283
"[[-inf, 3], [-inf, 9], [-inf, inf]]",exp3,101,exp3_bc35977d42354aecab3a436ee3c88b5e,RGB and CIR,0.1731199679492722
"[[-inf, 3], [-inf, 9], [-inf, inf]]",exp3,101,exp3_bc35977d42354aecab3a436ee3c88b5e,CHM only,0.11372833650298458
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp2,87,exp2_56f463bd11354cf2ba625b90c9bf4008,"RGB, CIR and CHM",0.21340601071315196
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp2,87,exp2_56f463bd11354cf2ba625b90c9bf4008,RGB and CIR,0.2205854724391126
"[[-inf, 1], [1, 2], [2, 3], [3, 5], [5, 7], [7, 10], [10, 15], [15, 20], [20, inf]]",exp2,87,exp2_56f463bd11354cf2ba625b90c9bf4008,CHM only,0.03361923396478102
"[[-inf, 2], [-inf, 5], [-inf, 7], [-inf, 12], [-inf, inf]]",exp2,69,exp2_2d11a61970744d8da2facc455a517c74,"RGB, CIR and CHM",0.25855553343826676
"[[-inf, 2], [-inf, 5], [-inf, 7], [-inf, 12], [-inf, inf]]",exp2,69,exp2_2d11a61970744d8da2facc455a517c74,RGB and CIR,0.0658160119816785
"[[-inf, 2], [-inf, 5], [-inf, 7], [-inf, 12], [-inf, inf]]",exp2,69,exp2_2d11a61970744d8da2facc455a517c74,CHM only,0.09474554167118764
"[[-inf, 3], [-inf, 9], [-inf, inf]]",exp3,52,exp3_611f0307209d48169a1193d915d96c66,"RGB, CIR and CHM",0.18867917205544182
"[[-inf, 3], [-inf, 9], [-inf, inf]]",exp3,52,exp3_611f0307209d48169a1193d915d96c66,RGB and CIR,0.01855950569462087
"[[-inf, 3], [-inf, 9], [-inf, inf]]",exp3,52,exp3_611f0307209d48169a1193d915d96c66,CHM only,0.050129783415955996
"[[-inf, 3], [3, 9], [9, inf]]",exp1,43,exp1_3061681dff4347628e4687b6d7137557,"RGB, CIR and CHM",0.2832590147851415
"[[-inf, 3], [3, 9], [9, inf]]",exp1,43,exp1_3061681dff4347628e4687b6d7137557,RGB and CIR,0.15660302623278546
"[[-inf, 3], [3, 9], [9, inf]]",exp1,43,exp1_3061681dff4347628e4687b6d7137557,CHM only,0.20818323665549437
"[[-inf, 1], [-inf, 2], [-inf, 3], [-inf, 5], [-inf, 7], [-inf, 10], [-inf, 15], [-inf, 20], [-inf, inf]]",exp2,85,exp2_1c6a43b6ecab43bd96f02156925272ff,"RGB, CIR and CHM",0.22216202429371737
"[[-inf, 1], [-inf, 2], [-inf, 3], [-inf, 5], [-inf, 7], [-inf, 10], [-inf, 15], [-inf, 20], [-inf, inf]]",exp2,85,exp2_1c6a43b6ecab43bd96f02156925272ff,RGB and CIR,0.08697189967088013
"[[-inf, 1], [-inf, 2], [-inf, 3], [-inf, 5], [-inf, 7], [-inf, 10], [-inf, 15], [-inf, 20], [-inf, inf]]",exp2,85,exp2_1c6a43b6ecab43bd96f02156925272ff,CHM only,0.062096206000933074
